drug_normalized,diseaseId,diseaseName,mechanism_score,safety_penalty,trial_penalty,phenotype_boost,final_score
cholecalciferol,MONDO_0019338,sarcoidosis,2.057643808524575,1.0,0.0,0,1.4404
cilostazol,EFO_0000537,hypertension,1.5791613657434134,1.0,0.0,0,1.1054
cilostazol,MONDO_0019200,retinitis pigmentosa,1.556369626340392,1.0,0.0,0,1.0895
cilostazol,EFO_0000319,cardiovascular disease,1.546855860642903,1.0,0.0,0,1.0828
cilostazol,EFO_0001645,coronary artery disease,1.4430304047823457,1.0,0.0,0,1.0101
cilostazol,MONDO_0018852,achromatopsia,1.4306619453288874,1.0,0.0,0,1.0015
cilostazol,EFO_0000712,stroke,1.3885457739885985,1.0,0.0,0,0.972
cilostazol,Orphanet_1872,Cone rod dystrophy,1.3336572725604836,1.0,0.0,0,0.9336
cilostazol,MONDO_0004979,asthma,1.29385793995227,1.0,0.0,0,0.9057
cilostazol,EFO_0003913,angina pectoris,1.2926834317608282,1.0,0.0,0,0.9049
cilostazol,MONDO_0013822,acrodysostosis 2 with or without hormone resistance,1.2823759951301383,1.0,0.0,0,0.8977
cilostazol,EFO_0000341,chronic obstructive pulmonary disease,1.2583578032560725,1.0,0.0,0,0.8809
cilostazol,EFO_0001361,pulmonary arterial hypertension,1.240655745766478,1.0,0.0,0,0.8685
cilostazol,EFO_0000676,psoriasis,1.2386421513156345,1.0,0.0,0,0.867
cilostazol,MONDO_0044637,infantile-onset generalized dyskinesia with orofacial involvement,1.2110423777158303,1.0,0.0,0,0.8477
cilostazol,EFO_0000612,myocardial infarction,1.1920683342916516,1.0,0.0,0,0.8344
cilostazol,Orphanet_1276,Brachydactyly - arterial hypertension,1.1895599638523269,1.0,0.0,0,0.8327
cilostazol,EFO_0003144,heart failure,1.1747090342831998,1.0,0.0,0,0.8223
cilostazol,MONDO_0005041,glaucoma,1.1456348841935742,1.0,0.0,0,0.8019
cilostazol,MONDO_0016293,congenital stationary night blindness,1.1393938299890096,1.0,0.0,0,0.7976
cilostazol,MONDO_0005277,migraine disorder,1.1389805713031529,1.0,0.0,0,0.7973
cilostazol,EFO_0000274,atopic eczema,1.1385902761338402,1.0,0.0,0,0.797
cilostazol,HP_0004419,Recurrent thrombophlebitis,1.1255530380326395,1.0,0.0,0,0.7879
cilostazol,MONDO_0013437,retinitis pigmentosa 43,1.1227328916707495,1.0,0.0,0,0.7859
cilostazol,HP_0006536,Airway obstruction,1.119374753690431,1.0,0.0,0,0.7836
cilostazol,MONDO_0005149,pulmonary hypertension,1.1163325322334368,1.0,0.0,0,0.7814
cilostazol,MONDO_0014835,"striatal degeneration, autosomal dominant 2",1.1151901705079166,1.0,0.0,0,0.7806
cilostazol,HP_0012531,Pain,1.1146136880566135,1.0,0.0,0,0.7802
cilostazol,MONDO_0007211,brachydactyly-arterial hypertension syndrome,1.1120001898216738,1.0,0.0,0,0.7784
cilostazol,MONDO_0001134,essential hypertension,1.09990490954711,1.0,0.0,0,0.7699
cilostazol,MONDO_0030900,intellectual developmental disorder with paroxysmal dyskinesia or seizures,1.0893989193580678,1.0,0.0,0,0.7626
cilostazol,HP_0100806,Sepsis,1.0850994798692406,1.0,0.0,0,0.7596
cilostazol,EFO_0004190,open-angle glaucoma,1.084330600044849,1.0,0.0,0,0.759
cilostazol,HP_0000556,Retinal dystrophy,1.073875011489864,1.0,0.0,0,0.7517
cilostazol,Orphanet_2754,Joubert syndrome with orofaciodigital defect,1.0707563865225374,1.0,0.0,0,0.7495
cilostazol,EFO_0000373,congestive heart failure,1.069110912267493,1.0,0.0,0,0.7484
cilostazol,EFO_0003778,psoriatic arthritis,1.050875687351308,1.0,0.0,0,0.7356
cilostazol,MONDO_0019797,acrodysostosis,1.03386441620032,1.0,0.0,0,0.7237
cilostazol,EFO_0000275,atrial fibrillation,1.0247870327030362,1.0,0.0,0,0.7174
cilostazol,HP_0004308,Ventricular arrhythmia,1.0157004101527871,1.0,0.0,0,0.711
cilostazol,EFO_0006834,septic shock,1.0136491514726766,1.0,0.0,0,0.7096
cilostazol,EFO_0000284,benign prostatic hyperplasia,1.012492609176383,1.0,0.0,0,0.7087
cilostazol,MONDO_0005148,type 2 diabetes mellitus,0.9945832614369317,1.0,0.0,0,0.6962
cilostazol,EFO_0005772,neurodegenerative disease,0.992210178690278,1.0,0.0,0,0.6945
cilostazol,EFO_0004705,hypothyroidism,0.9913209500350638,1.0,0.0,0,0.6939
cilostazol,MONDO_0012205,autosomal dominant striatal neurodegeneration type 1,0.984524524711656,1.0,0.0,0,0.6892
cilostazol,EFO_0007486,sinusitis,0.9761547037104236,1.0,0.0,0,0.6833
cilostazol,EFO_1001494,psoriasis vulgaris,0.9748981703373976,1.0,0.0,0,0.6824
cilostazol,EFO_0004234,erectile dysfunction,0.9743863244822168,1.0,0.0,0,0.6821
cilostazol,MONDO_0005271,allergic disease,0.9736955381166544,1.0,0.0,0,0.6816
cilostazol,HP_0000924,Abnormality of the skeletal system,0.9670408755262028,1.0,0.0,0,0.6769
colchicine,EFO_0000616,neoplasm,8.344301499066509,1.0,0.0,0,5.841
colchicine,MONDO_0012703,lissencephaly due to TUBA1A mutation,8.288154731377205,1.0,0.0,0,5.8017
colchicine,Orphanet_300573,Polymicrogyria due to TUBB2B mutation,8.283598225638386,1.0,0.0,0,5.7985
colchicine,MONDO_0007254,breast cancer,8.202302978684605,1.0,0.0,0,5.7416
colchicine,MONDO_0012399,complex cortical dysplasia with other brain malformations 7,8.187787001463917,1.0,0.0,0,5.7315
colchicine,EFO_0003060,non-small cell lung carcinoma,8.124676882473253,1.0,0.0,0,5.6873
colchicine,MONDO_0014421,glucocorticoid resistance,8.119302224664306,1.0,0.0,0,5.6835
colchicine,MONDO_0008315,prostate cancer,8.095747851454894,1.0,0.0,0,5.667
colchicine,MONDO_0010912,"fibrosis of extraocular muscles, congenital, 3A, with or without extraocular involvement",8.067329307927917,1.0,0.0,0,5.6471
colchicine,Orphanet_183506,Genetic central nervous system malformation,8.052600960724,1.0,0.0,0,5.6368
colchicine,MONDO_0004976,amyotrophic lateral sclerosis,8.021892564610788,1.0,0.0,0,5.6153
colchicine,MONDO_0004992,cancer,7.957621776363707,1.0,0.0,0,5.5703
colchicine,EFO_0000341,chronic obstructive pulmonary disease,7.95499335216053,1.0,0.0,0,5.5685
colchicine,EFO_0000565,leukemia,7.936310356441922,1.0,0.0,0,5.5554
colchicine,EFO_0000574,lymphoma,7.906646894686174,1.0,0.0,0,5.5347
colchicine,EFO_1001985,congenital fibrosis of the extraocular muscles,7.862852176168641,1.0,0.0,0,5.504
colchicine,MONDO_0015372,autosomal dominant macrothrombocytopenia,7.850278501511964,1.0,0.0,0,5.4952
colchicine,MONDO_0100153,tubulinopathy,7.835587782613472,1.0,0.0,0,5.4849
colchicine,MONDO_0008329,autosomal dominant pseudohypoaldosteronism type 1,7.807540079962438,1.0,0.0,0,5.4653
colchicine,EFO_0000537,hypertension,7.786130062036715,1.0,0.0,0,5.4503
colchicine,MONDO_0012905,hypomyelinating leukodystrophy 6,7.762627164934834,1.0,0.0,0,5.4338
colchicine,EFO_0003869,breast neoplasm,7.699421676099922,1.0,0.0,0,5.3896
colchicine,EFO_0000305,breast carcinoma,7.676067665187123,1.0,0.0,0,5.3732
colchicine,Orphanet_404469,Female infertility due to fertilization defect,7.656992889552664,1.0,0.0,0,5.3599
colchicine,Orphanet_300570,Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation,7.65529957224248,1.0,0.0,0,5.3587
colchicine,Orphanet_139441,Hypomyelination with atrophy of basal ganglia and cerebellum,7.628047848076842,1.0,0.0,0,5.3396
colchicine,MONDO_0014337,complex cortical dysplasia with other brain malformations 5,7.571776696119168,1.0,0.0,0,5.3002
colchicine,MONDO_0020738,multiple benign circumferential skin creases on limbs 1,7.571576593247232,1.0,0.0,0,5.3001
colchicine,MONDO_0013541,complex cortical dysplasia with other brain malformations 1,7.492660278398774,1.0,0.0,0,5.2449
colchicine,EFO_0003144,heart failure,7.482053804504583,1.0,0.0,0,5.2374
colchicine,EFO_0001378,multiple myeloma,7.478237025299797,1.0,0.0,0,5.2348
colchicine,Orphanet_98805,"Primary dystonia, DYT4 type",7.448520441375891,1.0,0.0,0,5.214
colchicine,EFO_0000612,myocardial infarction,7.445081898660403,1.0,0.0,0,5.2116
colchicine,EFO_0000275,atrial fibrillation,7.408988598919742,1.0,0.0,0,5.1863
colchicine,EFO_0004274,gout,7.368268023206871,1.0,0.0,0,5.1578
colchicine,Orphanet_171871,Renal pseudohypoaldosteronism type 1,7.352780499791845,1.0,0.0,0,5.1469
colchicine,MONDO_0005301,multiple sclerosis,7.318038889939676,1.0,0.0,0,5.1226
colchicine,MONDO_0007493,torsion dystonia 4,7.233008465446657,1.0,0.0,0,5.0631
colchicine,EFO_0000183,Hodgkins lymphoma,7.224119021642552,1.0,0.0,0,5.0569
colchicine,EFO_0000403,diffuse large B-cell lymphoma,7.157314212554268,1.0,0.0,0,5.0101
colchicine,EFO_0000729,ulcerative colitis,7.153316892811044,1.0,0.0,0,5.0073
colchicine,EFO_0000544,infection,7.130428612485296,1.0,0.0,0,4.9913
colchicine,MONDO_0018088,familial Mediterranean fever,7.12323113948202,1.0,0.0,0,4.9863
colchicine,MONDO_0008170,ovarian cancer,7.047316304663706,1.0,0.0,0,4.9331
colchicine,EFO_0000673,prostate adenocarcinoma,6.9329859804878495,1.0,0.0,0,4.8531
colchicine,EFO_0005952,non-Hodgkins lymphoma,6.870164616805525,1.0,0.0,0,4.8091
colchicine,MONDO_0007990,multiple benign circumferential skin creases on limbs,6.828316872483039,1.0,0.0,0,4.7798
colchicine,EFO_0007160,autoimmune thrombocytopenic purpura,6.823460230742159,1.0,0.0,0,4.7764
colchicine,EFO_0006859,head and neck malignant neoplasia,6.8045620123451025,1.0,0.0,0,4.7632
colchicine,MONDO_0011517,pseudohyperaldosteronism type 2,6.793783841801844,1.0,0.0,0,4.7556
dipyridamole,EFO_0000537,hypertension,15.8375797726562,1.0,0.0,0,11.0863
dipyridamole,MONDO_0019200,retinitis pigmentosa,15.62036509286508,1.0,0.0,0,10.9343
dipyridamole,EFO_0000319,cardiovascular disease,15.515097581963987,1.0,0.0,0,10.8606
dipyridamole,EFO_0001645,coronary artery disease,14.475188764177831,1.0,0.0,0,10.1326
dipyridamole,MONDO_0018852,achromatopsia,14.355278126521654,1.0,0.0,0,10.0487
dipyridamole,EFO_0000712,stroke,13.910066109533211,1.0,0.0,0,9.737
dipyridamole,Orphanet_1872,Cone rod dystrophy,13.391803830430009,1.0,0.0,0,9.3743
dipyridamole,EFO_0003913,angina pectoris,13.138779189653798,1.0,0.0,0,9.1971
dipyridamole,MONDO_0004979,asthma,12.962424374634168,1.0,0.0,0,9.0737
dipyridamole,MONDO_0013822,acrodysostosis 2 with or without hormone resistance,12.823759951301383,1.0,0.0,0,8.9766
dipyridamole,EFO_0000341,chronic obstructive pulmonary disease,12.603874771175828,1.0,0.0,0,8.8227
dipyridamole,EFO_0000676,psoriasis,12.428803149489235,1.0,0.0,0,8.7002
dipyridamole,EFO_0001361,pulmonary arterial hypertension,12.40655745766478,1.0,0.0,0,8.6846
dipyridamole,MONDO_0044637,infantile-onset generalized dyskinesia with orofacial involvement,12.17714223482543,1.0,0.0,0,8.524
dipyridamole,EFO_0000612,myocardial infarction,11.936675182719782,1.0,0.0,0,8.3557
dipyridamole,EFO_0003144,heart failure,11.920077101771785,1.0,0.0,0,8.3441
dipyridamole,Orphanet_1276,Brachydactyly - arterial hypertension,11.895599638523269,1.0,0.0,0,8.3269
dipyridamole,MONDO_0016293,congenital stationary night blindness,11.50124639724121,1.0,0.0,0,8.0509
dipyridamole,MONDO_0005041,glaucoma,11.456348841935744,1.0,0.0,0,8.0194
dipyridamole,MONDO_0005277,migraine disorder,11.389805713031526,1.0,0.0,0,7.9729
dipyridamole,EFO_0000274,atopic eczema,11.385902761338402,1.0,0.0,0,7.9701
dipyridamole,MONDO_0013437,retinitis pigmentosa 43,11.289182249243812,1.0,0.0,0,7.9024
dipyridamole,HP_0004419,Recurrent thrombophlebitis,11.255530380326396,1.0,0.0,0,7.8789
dipyridamole,HP_0006536,Airway obstruction,11.193747536904311,1.0,0.0,0,7.8356
dipyridamole,MONDO_0005149,pulmonary hypertension,11.166378534887562,1.0,0.0,0,7.8165
dipyridamole,MONDO_0014835,"striatal degeneration, autosomal dominant 2",11.151901705079164,1.0,0.0,0,7.8063
dipyridamole,HP_0012531,Pain,11.146136880566136,1.0,0.0,0,7.8023
dipyridamole,MONDO_0007211,brachydactyly-arterial hypertension syndrome,11.12000189821674,1.0,0.0,0,7.784
dipyridamole,MONDO_0001134,essential hypertension,11.111746381539794,1.0,0.0,0,7.7782
dipyridamole,MONDO_0030900,intellectual developmental disorder with paroxysmal dyskinesia or seizures,10.996588770843443,1.0,0.0,0,7.6976
dipyridamole,HP_0100806,Sepsis,10.850994798692406,1.0,0.0,0,7.5957
dipyridamole,EFO_0004190,open-angle glaucoma,10.84330600044849,1.0,0.0,0,7.5903
dipyridamole,HP_0000556,Retinal dystrophy,10.78322278756278,1.0,0.0,0,7.5483
dipyridamole,Orphanet_2754,Joubert syndrome with orofaciodigital defect,10.707563865225374,1.0,0.0,0,7.4953
dipyridamole,EFO_0000373,congestive heart failure,10.69110912267493,1.0,0.0,0,7.4838
dipyridamole,EFO_0000275,atrial fibrillation,10.578764893673362,1.0,0.0,0,7.4051
dipyridamole,EFO_0003778,psoriatic arthritis,10.544498522227547,1.0,0.0,0,7.3811
dipyridamole,MONDO_0019797,acrodysostosis,10.3386441620032,1.0,0.0,0,7.2371
dipyridamole,HP_0004308,Ventricular arrhythmia,10.157004101527871,1.0,0.0,0,7.1099
dipyridamole,EFO_0006834,septic shock,10.136491514726767,1.0,0.0,0,7.0955
dipyridamole,EFO_0000284,benign prostatic hyperplasia,10.12492609176383,1.0,0.0,0,7.0874
dipyridamole,EFO_0000400,diabetes mellitus,10.068506130097282,1.0,0.0,0,7.048
dipyridamole,EFO_0005772,neurodegenerative disease,9.996007663345798,1.0,0.0,0,6.9972
dipyridamole,MONDO_0005148,type 2 diabetes mellitus,9.945832614369316,1.0,0.0,0,6.9621
dipyridamole,EFO_0004705,hypothyroidism,9.928579170755716,1.0,0.0,0,6.95
dipyridamole,MONDO_0012205,autosomal dominant striatal neurodegeneration type 1,9.881719153241216,1.0,0.0,0,6.9172
dipyridamole,EFO_0004234,erectile dysfunction,9.797543903680705,1.0,0.0,0,6.8583
dipyridamole,EFO_0007486,sinusitis,9.761547037104236,1.0,0.0,0,6.8331
dipyridamole,EFO_1001494,psoriasis vulgaris,9.748981703373977,1.0,0.0,0,6.8243
dipyridamole,HP_0000924,Abnormality of the skeletal system,9.742822042204594,1.0,0.0,0,6.82
dipyridamole + aspirin,EFO_0000729,ulcerative colitis,6.720469093450703,0.0,0.0,0,6.7205
dipyridamole + aspirin,MONDO_0005277,migraine disorder,6.711668805233021,0.0,0.0,0,6.7117
dipyridamole + aspirin,EFO_0004274,gout,6.681922972942671,0.0,0.0,0,6.6819
dipyridamole + aspirin,MP_0001914,hemorrhage,6.677234004794785,0.0,0.0,0,6.6772
dipyridamole + aspirin,MONDO_0005178,osteoarthritis,6.642928340406933,0.0,0.0,0,6.6429
dipyridamole + aspirin,EFO_0001645,coronary artery disease,6.58665522813714,0.0,0.0,0,6.5867
dipyridamole + aspirin,HP_0012531,Pain,6.584407103789333,0.0,0.0,0,6.5844
dipyridamole + aspirin,EFO_0000685,rheumatoid arthritis,6.539518023614357,0.0,0.0,0,6.5395
dipyridamole + aspirin,HP_0002315,Headache,6.512944258594928,0.0,0.0,0,6.5129
dipyridamole + aspirin,HP_0001945,Fever,6.49574158242965,0.0,0.0,0,6.4957
dipyridamole + aspirin,EFO_0002609,juvenile idiopathic arthritis,6.487623421804666,0.0,0.0,0,6.4876
dipyridamole + aspirin,HP_0100607,Dysmenorrhea,6.475457846133503,0.0,0.0,0,6.4755
dipyridamole + aspirin,EFO_0003898,ankylosing spondylitis,6.456511036812518,0.0,0.0,0,6.4565
dipyridamole + aspirin,HP_0001643,Patent ductus arteriosus,6.420848690605366,0.0,0.0,0,6.4208
dipyridamole + aspirin,MONDO_0002258,pharyngitis,6.416113194466542,0.0,0.0,0,6.4161
dipyridamole + aspirin,EFO_0000712,stroke,6.410643201606182,0.0,0.0,0,6.4106
dipyridamole + aspirin,EFO_0007214,common cold,6.401763788848964,0.0,0.0,0,6.4018
dipyridamole + aspirin,EFO_0005755,rheumatic disease,6.387309607435615,0.0,0.0,0,6.3873
dipyridamole + aspirin,EFO_0010072,toothache,6.382845164859952,0.0,0.0,0,6.3828
dipyridamole + aspirin,HP_0003418,Back pain,6.371341452010584,0.0,0.0,0,6.3713
dipyridamole + aspirin,MP_0001845,inflammation,6.351956424758907,0.0,0.0,0,6.352
dipyridamole + aspirin,MONDO_0005129,cataract,6.3183371807236846,0.0,0.0,0,6.3183
dipyridamole + aspirin,EFO_0005856,arthritis,6.297793354541399,0.0,0.0,0,6.2978
dipyridamole + aspirin,EFO_0000612,myocardial infarction,6.255979842231969,0.0,0.0,0,6.256
dipyridamole + aspirin,HP_0003326,Myalgia,6.245505300770125,0.0,0.0,0,6.2455
dipyridamole + aspirin,MONDO_0003937,spondylitis,6.225628940647523,0.0,0.0,0,6.2256
dipyridamole + aspirin,HP_0002829,Arthralgia,6.224500188582215,0.0,0.0,0,6.2245
dipyridamole + aspirin,EFO_0009846,muscle cramp,6.221710510054445,0.0,0.0,0,6.2217
dipyridamole + aspirin,EFO_0007328,influenza,6.1660979963537175,0.0,0.0,0,6.1661
dipyridamole + aspirin,EFO_0009582,sprain,6.137527841707515,0.0,0.0,0,6.1375
dipyridamole + aspirin,EFO_0002496,actinic keratosis,6.125657977586125,0.0,0.0,0,6.1257
dipyridamole + aspirin,EFO_0005752,eye inflammation,5.985097297702477,0.0,0.0,0,5.9851
dipyridamole + aspirin,EFO_0000319,cardiovascular disease,5.929424228770532,0.0,0.0,0,5.9294
dipyridamole + aspirin,HP_0002018,Nausea,5.921738854494638,0.0,0.0,0,5.9217
dipyridamole + aspirin,HP_0002014,Diarrhea,5.920705434483268,0.0,0.0,0,5.9207
dipyridamole + aspirin,MONDO_0002471,bursitis,5.913541512728093,0.0,0.0,0,5.9135
dipyridamole + aspirin,EFO_0009454,gastric ulcer,5.845281501255728,0.0,0.0,0,5.8453
dipyridamole + aspirin,HP_0200026,Ocular pain,5.843903848398338,0.0,0.0,0,5.8439
dipyridamole + aspirin,Orphanet_733,Familial adenomatous polyposis,5.736237970658315,0.0,0.0,0,5.7362
dipyridamole + aspirin,MONDO_0004857,tendinitis,5.726394647047349,0.0,0.0,0,5.7264
dipyridamole + aspirin,EFO_0005628,proctitis,5.717917597207352,0.0,0.0,0,5.7179
dipyridamole + aspirin,MONDO_0000831,thrombotic disease,5.559765537815707,0.0,0.0,0,5.5598
dipyridamole + aspirin,EFO_0004253,nephrolithiasis,5.50880887662027,0.0,0.0,0,5.5088
dipyridamole + aspirin,HP_0004398,Peptic ulcer,5.36552908176904,0.0,0.0,0,5.3655
dipyridamole + aspirin,EFO_0005757,vaginal inflammation,5.333419418355719,0.0,0.0,0,5.3334
dipyridamole + aspirin,EFO_0009364,non-allergic rhinitis,5.333419418355719,0.0,0.0,0,5.3334
dipyridamole + aspirin,EFO_0004607,duodenal ulcer,5.087248807313153,0.0,0.0,0,5.0872
dipyridamole + aspirin,EFO_0004142,colorectal neoplasm,5.070653229082636,0.0,0.0,0,5.0707
dipyridamole + aspirin,EFO_0008583,acute myocardial infarction,5.018846470885212,0.0,0.0,0,5.0188
dipyridamole + aspirin,HP_0004419,Recurrent thrombophlebitis,4.8980382413470895,0.0,0.0,0,4.898
evolocumab,EFO_0004911,familial hypercholesterolemia,2.9058569262750287,1.0,0.0,0,2.0341
evolocumab,MONDO_0011369,"hypercholesterolemia, autosomal dominant, 3",2.70586465886561,1.0,0.0,0,1.8941
evolocumab,HP_0003124,Hypercholesterolemia,2.6539123081398346,1.0,0.0,0,1.8577
evolocumab,EFO_0001645,coronary artery disease,2.503624314117451,1.0,0.0,0,1.7525
evolocumab,EFO_0000319,cardiovascular disease,2.4722584043751024,1.0,0.0,0,1.7306
evolocumab,EFO_0000589,metabolic disease,2.3055488757387117,1.0,0.0,0,1.6139
evolocumab,Orphanet_309005,Disorder of lipid metabolism,2.2170512532759004,1.0,0.0,0,1.5519
evolocumab,MONDO_0018328,homozygous familial hypercholesterolemia,2.206284704788466,1.0,0.0,0,1.5444
evolocumab,MONDO_0021187,hyperlipidemia,2.203136859660998,1.0,0.0,0,1.5422
evolocumab,EFO_0000612,myocardial infarction,2.1383678544611064,1.0,0.0,0,1.4969
evolocumab,EFO_0003914,atherosclerosis,2.11003330899773,1.0,0.0,0,1.477
evolocumab,EFO_1001375,Myocardial Ischemia,1.8796123064811092,1.0,0.0,0,1.3157
evolocumab,MONDO_0007750,"hypercholesterolemia, familial, 1",1.7836214902334102,1.0,0.0,0,1.2485
evolocumab,HP_0003077,Hyperlipidemia,1.773337140058782,1.0,0.0,0,1.2413
evolocumab,MONDO_0021661,coronary atherosclerosis,1.763336321760802,1.0,0.0,0,1.2343
evolocumab,MONDO_0001336,familial hyperlipidemia,1.7621089943612105,1.0,0.0,0,1.2335
evolocumab,EFO_0003913,angina pectoris,1.733713012728092,1.0,0.0,0,1.2136
evolocumab,EFO_0003777,heart disease,1.720350777630642,1.0,0.0,0,1.2042
evolocumab,GO_0036273,response to statin,1.6929627454314395,1.0,0.0,0,1.1851
evolocumab,EFO_0000195,metabolic syndrome,1.6508188367808607,1.0,0.0,0,1.1556
evolocumab,HP_0001626,Abnormality of the cardiovascular system,1.544989115822175,1.0,0.0,0,1.0815
evolocumab,HP_0003146,Hypocholesterolemia,1.519787603332834,1.0,0.0,0,1.0639
evolocumab,MONDO_0009387,familial lipoprotein lipase deficiency,1.477404180953503,1.0,0.0,0,1.0342
evolocumab,HP_0003119,Abnormal circulating lipid concentration,1.4715700044219706,1.0,0.0,0,1.0301
evolocumab,EFO_0000400,diabetes mellitus,1.4497025252387634,1.0,0.0,0,1.0148
evolocumab,EFO_0004214,Abdominal Aortic Aneurysm,1.4288552428438437,1.0,0.0,0,1.0002
evolocumab,MONDO_0008692,abetalipoproteinemia,1.3915521393970829,1.0,0.0,0,0.9741
evolocumab,MONDO_0013144,hereditary antithrombin deficiency,1.3529384233905548,1.0,0.0,0,0.9471
evolocumab,HP_0001976,Reduced antithrombin III activity,1.259039852698564,1.0,0.0,0,0.8813
evolocumab,EFO_0000712,stroke,1.2359095786396606,1.0,0.0,0,0.8651
evolocumab,EFO_0004286,venous thromboembolism,1.2276020375212808,1.0,0.0,0,0.8593
evolocumab,EFO_0000275,atrial fibrillation,1.2246559981045952,1.0,0.0,0,0.8573
evolocumab,EFO_1000985,intermediate coronary syndrome,1.2118467948374598,1.0,0.0,0,0.8483
evolocumab,EFO_0008583,acute myocardial infarction,1.2064338630397655,1.0,0.0,0,0.8445
evolocumab,EFO_0004264,vascular disease,1.195063853700586,1.0,0.0,0,0.8365
evolocumab,EFO_0005672,acute coronary syndrome,1.1946395370223528,1.0,0.0,0,0.8362
evolocumab,EFO_0003144,heart failure,1.1943910450436237,1.0,0.0,0,0.8361
evolocumab,HP_0011428,Short fetal femur length,1.187066470233723,1.0,0.0,0,0.8309
evolocumab,MONDO_0016085,Cole-Carpenter syndrome,1.1861271155659427,1.0,0.0,0,0.8303
evolocumab,HP_0004936,Venous thrombosis,1.160990275789953,1.0,0.0,0,0.8127
evolocumab,EFO_0004329,alcohol drinking,1.153512135309475,1.0,0.0,0,0.8075
evolocumab,MONDO_0100096,COVID-19,1.1527810225729451,1.0,0.0,0,0.8069
evolocumab,Orphanet_79211,Combined hyperlipidemia,1.1360479736028382,1.0,0.0,0,0.7952
evolocumab,EFO_0003776,coronary artery bypass,1.1279602973638454,1.0,0.0,0,0.7896
evolocumab,EFO_0003940,physical activity,1.1225894210654916,1.0,0.0,0,0.7858
evolocumab,EFO_0003951,percutaneous transluminal coronary angioplasty,1.1225894210654916,1.0,0.0,0,0.7858
evolocumab,EFO_0003907,deep vein thrombosis,1.101982647890135,1.0,0.0,0,0.7714
evolocumab,EFO_0003884,chronic kidney disease,1.0458297478468073,1.0,0.0,0,0.7321
evolocumab,EFO_0003086,kidney disease,1.0396200487798937,1.0,0.0,0,0.7277
evolocumab,EFO_0009578,placental retention,0.9852322328973993,1.0,0.0,0,0.6897
ezetimibe,HP_0003124,Hypercholesterolemia,1.1542297813935771,1.0,0.1,0,0.7849
ezetimibe,MONDO_0021187,hyperlipidemia,1.101764190881846,1.0,0.1,0,0.7492
ezetimibe,EFO_0004911,familial hypercholesterolemia,0.9811824336261872,1.0,0.1,0,0.6672
ezetimibe,EFO_0000319,cardiovascular disease,0.8306891947084494,1.0,0.1,0,0.5649
ezetimibe,Orphanet_309005,Disorder of lipid metabolism,0.7597204497794091,1.0,0.1,0,0.5166
ezetimibe,EFO_0000589,metabolic disease,0.7567782745272026,1.0,0.1,0,0.5146
ezetimibe,EFO_0001645,coronary artery disease,0.6510540466490428,1.0,0.1,0,0.4427
ezetimibe,EFO_0003914,atherosclerosis,0.5701983144655997,1.0,0.1,0,0.3877
ezetimibe,EFO_0004211,Hypertriglyceridemia,0.561669656826669,1.0,0.1,0,0.3819
ezetimibe,MONDO_0005148,type 2 diabetes mellitus,0.5400146586842938,1.0,0.1,0,0.3672
ezetimibe,GO_0036273,response to statin,0.5365245823298466,1.0,0.1,0,0.3648
ezetimibe,HP_0001650,Aortic valve stenosis,0.5150495015476898,1.0,0.1,0,0.3502
ezetimibe,MONDO_0001336,familial hyperlipidemia,0.5076893443384163,1.0,0.1,0,0.3452
ezetimibe,EFO_0000195,metabolic syndrome,0.426721400669677,1.0,0.1,0,0.2902
ezetimibe,EFO_0000400,diabetes mellitus,0.4153346238873279,1.0,0.1,0,0.2824
ezetimibe,EFO_0000612,myocardial infarction,0.4126282292399205,1.0,0.1,0,0.2806
ezetimibe,EFO_0000537,hypertension,0.4120396012381517,1.0,0.1,0,0.2802
ezetimibe,MONDO_0019052,inborn errors of metabolism,0.4120396012381517,1.0,0.1,0,0.2802
ezetimibe,EFO_0003913,angina pectoris,0.4097018129698564,1.0,0.1,0,0.2786
ezetimibe,EFO_0003776,coronary artery bypass,0.237488359962275,1.0,0.1,0,0.1615
ezetimibe,EFO_0000616,neoplasm,0.1604550422350072,1.0,0.1,0,0.1091
ezetimibe,EFO_0007304,hepatitis D virus infection,0.1471570004421969,1.0,0.1,0,0.1001
ezetimibe,EFO_0000182,hepatocellular carcinoma,0.1448920988848256,1.0,0.1,0,0.0985
ezetimibe,EFO_0008527,steatosis,0.1430460678595945,1.0,0.1,0,0.0973
ezetimibe,EFO_0003095,non-alcoholic fatty liver disease,0.1407433713945828,1.0,0.1,0,0.0957
ezetimibe,MONDO_0018328,homozygous familial hypercholesterolemia,0.1354330022169672,1.0,0.1,0,0.0921
ezetimibe,EFO_1001951,colorectal carcinoma,0.1332403482651239,1.0,0.1,0,0.0906
ezetimibe,EFO_0004220,chronic hepatitis C virus infection,0.1324413003979773,1.0,0.1,0,0.0901
ezetimibe,EFO_1000044,pancreatic adenocarcinoma,0.1177256003537575,1.0,0.1,0,0.0801
ezetimibe,MONDO_0859149,hypertriglyceridemia 2,0.0941304469028556,1.0,0.1,0,0.064
ezetimibe,MONDO_0004992,cancer,0.0920413897228009,1.0,0.1,0,0.0626
ezetimibe,MONDO_0009294,glycogen storage disease VI,0.0883824944655834,1.0,0.1,0,0.0601
