ensembl_gene_id,reactome_stid,reactome_name
ENSG00000167553,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
ENSG00000152086,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
ENSG00000137267,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
ENSG00000137285,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
ENSG00000176014,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
ENSG00000188229,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000101162,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000198033,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000127824,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000258947,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000167552,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000104833,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000261456,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000227739,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000229684,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000224156,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000232421,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000196230,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000235067,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000183311,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000232575,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000123416,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000167553,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000152086,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000137267,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000137285,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000176014,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC
ENSG00000188229,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000101162,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000198033,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000127824,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000258947,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000167552,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000104833,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000261456,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000227739,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000229684,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000224156,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000232421,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000196230,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000235067,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000183311,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000232575,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000123416,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000167553,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000152086,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000137267,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000137285,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000176014,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC
ENSG00000188229,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000101162,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000198033,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000127824,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000258947,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000167552,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000104833,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000261456,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000227739,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000229684,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000224156,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000232421,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000196230,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000235067,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000183311,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000232575,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000123416,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000167553,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000152086,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000137267,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000137285,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000176014,R-HSA-389977,Post-chaperonin tubulin folding pathway
ENSG00000188229,R-HSA-437239,Recycling pathway of L1
ENSG00000101162,R-HSA-437239,Recycling pathway of L1
ENSG00000198033,R-HSA-437239,Recycling pathway of L1
ENSG00000127824,R-HSA-437239,Recycling pathway of L1
ENSG00000258947,R-HSA-437239,Recycling pathway of L1
ENSG00000167552,R-HSA-437239,Recycling pathway of L1
ENSG00000104833,R-HSA-437239,Recycling pathway of L1
ENSG00000261456,R-HSA-437239,Recycling pathway of L1
ENSG00000227739,R-HSA-437239,Recycling pathway of L1
ENSG00000229684,R-HSA-437239,Recycling pathway of L1
ENSG00000224156,R-HSA-437239,Recycling pathway of L1
ENSG00000232421,R-HSA-437239,Recycling pathway of L1
ENSG00000196230,R-HSA-437239,Recycling pathway of L1
ENSG00000235067,R-HSA-437239,Recycling pathway of L1
ENSG00000183311,R-HSA-437239,Recycling pathway of L1
ENSG00000232575,R-HSA-437239,Recycling pathway of L1
ENSG00000123416,R-HSA-437239,Recycling pathway of L1
ENSG00000167553,R-HSA-437239,Recycling pathway of L1
ENSG00000152086,R-HSA-437239,Recycling pathway of L1
ENSG00000137267,R-HSA-437239,Recycling pathway of L1
ENSG00000137285,R-HSA-437239,Recycling pathway of L1
ENSG00000176014,R-HSA-437239,Recycling pathway of L1
ENSG00000188229,R-HSA-5610787,Hedgehog 'off' state
ENSG00000101162,R-HSA-5610787,Hedgehog 'off' state
ENSG00000198033,R-HSA-5610787,Hedgehog 'off' state
ENSG00000127824,R-HSA-5610787,Hedgehog 'off' state
ENSG00000258947,R-HSA-5610787,Hedgehog 'off' state
ENSG00000167552,R-HSA-5610787,Hedgehog 'off' state
ENSG00000104833,R-HSA-5610787,Hedgehog 'off' state
ENSG00000261456,R-HSA-5610787,Hedgehog 'off' state
ENSG00000227739,R-HSA-5610787,Hedgehog 'off' state
ENSG00000229684,R-HSA-5610787,Hedgehog 'off' state
ENSG00000224156,R-HSA-5610787,Hedgehog 'off' state
ENSG00000232421,R-HSA-5610787,Hedgehog 'off' state
ENSG00000196230,R-HSA-5610787,Hedgehog 'off' state
ENSG00000235067,R-HSA-5610787,Hedgehog 'off' state
ENSG00000183311,R-HSA-5610787,Hedgehog 'off' state
ENSG00000232575,R-HSA-5610787,Hedgehog 'off' state
ENSG00000123416,R-HSA-5610787,Hedgehog 'off' state
ENSG00000167553,R-HSA-5610787,Hedgehog 'off' state
ENSG00000152086,R-HSA-5610787,Hedgehog 'off' state
ENSG00000137267,R-HSA-5610787,Hedgehog 'off' state
ENSG00000137285,R-HSA-5610787,Hedgehog 'off' state
ENSG00000176014,R-HSA-5610787,Hedgehog 'off' state
ENSG00000188229,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000101162,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000198033,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000127824,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000258947,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000167552,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000104833,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000261456,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000227739,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000229684,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000224156,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000232421,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000196230,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000235067,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000183311,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000232575,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000123416,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000167553,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000152086,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000137267,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000137285,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000176014,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
ENSG00000188229,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000101162,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000198033,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000127824,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000258947,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000167552,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000104833,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000261456,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000227739,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000229684,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000224156,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000232421,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000196230,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000235067,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000183311,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000232575,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000123416,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000167553,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000152086,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000137267,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000137285,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000176014,R-HSA-5620920,Cargo trafficking to the periciliary membrane
ENSG00000188229,R-HSA-5620924,Intraflagellar transport
ENSG00000101162,R-HSA-5620924,Intraflagellar transport
ENSG00000198033,R-HSA-5620924,Intraflagellar transport
ENSG00000127824,R-HSA-5620924,Intraflagellar transport
ENSG00000258947,R-HSA-5620924,Intraflagellar transport
ENSG00000167552,R-HSA-5620924,Intraflagellar transport
ENSG00000104833,R-HSA-5620924,Intraflagellar transport
ENSG00000261456,R-HSA-5620924,Intraflagellar transport
ENSG00000227739,R-HSA-5620924,Intraflagellar transport
ENSG00000229684,R-HSA-5620924,Intraflagellar transport
ENSG00000224156,R-HSA-5620924,Intraflagellar transport
ENSG00000232421,R-HSA-5620924,Intraflagellar transport
ENSG00000196230,R-HSA-5620924,Intraflagellar transport
ENSG00000235067,R-HSA-5620924,Intraflagellar transport
ENSG00000183311,R-HSA-5620924,Intraflagellar transport
ENSG00000232575,R-HSA-5620924,Intraflagellar transport
ENSG00000123416,R-HSA-5620924,Intraflagellar transport
ENSG00000167553,R-HSA-5620924,Intraflagellar transport
ENSG00000152086,R-HSA-5620924,Intraflagellar transport
ENSG00000137267,R-HSA-5620924,Intraflagellar transport
ENSG00000137285,R-HSA-5620924,Intraflagellar transport
ENSG00000176014,R-HSA-5620924,Intraflagellar transport
ENSG00000188229,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000101162,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000198033,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000127824,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000258947,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000167552,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000104833,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000261456,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000227739,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000229684,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000224156,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000232421,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000196230,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000235067,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000183311,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000232575,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000123416,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000167553,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000152086,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000137267,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000137285,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000176014,R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000188229,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000101162,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000198033,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000127824,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000258947,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000167552,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000104833,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000261456,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000227739,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000229684,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000224156,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000232421,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000196230,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000235067,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000183311,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000232575,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000123416,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000167553,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000152086,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000137267,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000137285,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000176014,R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000188229,R-HSA-6798695,Neutrophil degranulation
ENSG00000101162,R-HSA-6798695,Neutrophil degranulation
ENSG00000198033,R-HSA-6798695,Neutrophil degranulation
ENSG00000127824,R-HSA-6798695,Neutrophil degranulation
ENSG00000258947,R-HSA-6798695,Neutrophil degranulation
ENSG00000167552,R-HSA-6798695,Neutrophil degranulation
ENSG00000104833,R-HSA-6798695,Neutrophil degranulation
ENSG00000261456,R-HSA-6798695,Neutrophil degranulation
ENSG00000227739,R-HSA-6798695,Neutrophil degranulation
ENSG00000229684,R-HSA-6798695,Neutrophil degranulation
ENSG00000224156,R-HSA-6798695,Neutrophil degranulation
ENSG00000232421,R-HSA-6798695,Neutrophil degranulation
ENSG00000196230,R-HSA-6798695,Neutrophil degranulation
ENSG00000235067,R-HSA-6798695,Neutrophil degranulation
ENSG00000183311,R-HSA-6798695,Neutrophil degranulation
ENSG00000232575,R-HSA-6798695,Neutrophil degranulation
ENSG00000123416,R-HSA-6798695,Neutrophil degranulation
ENSG00000167553,R-HSA-6798695,Neutrophil degranulation
ENSG00000152086,R-HSA-6798695,Neutrophil degranulation
ENSG00000137267,R-HSA-6798695,Neutrophil degranulation
ENSG00000137285,R-HSA-6798695,Neutrophil degranulation
ENSG00000176014,R-HSA-6798695,Neutrophil degranulation
ENSG00000188229,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000101162,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000198033,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000127824,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000258947,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000167552,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000104833,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000261456,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000227739,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000229684,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000224156,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000232421,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000196230,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000235067,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000183311,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000232575,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000123416,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000167553,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000152086,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000137267,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000137285,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000176014,R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000188229,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000101162,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000198033,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000127824,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000258947,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000167552,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000104833,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000261456,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000227739,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000229684,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000224156,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000232421,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000196230,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000235067,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000183311,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000232575,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000123416,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000167553,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000152086,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000137267,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000137285,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000176014,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000188229,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000101162,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000198033,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000127824,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000258947,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000167552,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000104833,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000261456,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000227739,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000229684,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000224156,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000232421,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000196230,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000235067,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000183311,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000232575,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000123416,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000167553,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000152086,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000137267,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000137285,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000176014,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000188229,R-HSA-68877,Mitotic Prometaphase
ENSG00000101162,R-HSA-68877,Mitotic Prometaphase
ENSG00000198033,R-HSA-68877,Mitotic Prometaphase
ENSG00000127824,R-HSA-68877,Mitotic Prometaphase
ENSG00000258947,R-HSA-68877,Mitotic Prometaphase
ENSG00000167552,R-HSA-68877,Mitotic Prometaphase
ENSG00000104833,R-HSA-68877,Mitotic Prometaphase
ENSG00000261456,R-HSA-68877,Mitotic Prometaphase
ENSG00000227739,R-HSA-68877,Mitotic Prometaphase
ENSG00000229684,R-HSA-68877,Mitotic Prometaphase
ENSG00000224156,R-HSA-68877,Mitotic Prometaphase
ENSG00000232421,R-HSA-68877,Mitotic Prometaphase
ENSG00000196230,R-HSA-68877,Mitotic Prometaphase
ENSG00000235067,R-HSA-68877,Mitotic Prometaphase
ENSG00000183311,R-HSA-68877,Mitotic Prometaphase
ENSG00000232575,R-HSA-68877,Mitotic Prometaphase
ENSG00000123416,R-HSA-68877,Mitotic Prometaphase
ENSG00000167553,R-HSA-68877,Mitotic Prometaphase
ENSG00000152086,R-HSA-68877,Mitotic Prometaphase
ENSG00000137267,R-HSA-68877,Mitotic Prometaphase
ENSG00000137285,R-HSA-68877,Mitotic Prometaphase
ENSG00000176014,R-HSA-68877,Mitotic Prometaphase
ENSG00000188229,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000101162,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000198033,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000127824,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000258947,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000167552,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000104833,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000261456,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000227739,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000229684,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000224156,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000232421,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000196230,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000235067,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000183311,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000232575,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000123416,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000167553,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000152086,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000137267,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000137285,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000176014,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000188229,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000101162,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000198033,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000127824,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000258947,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000167552,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000104833,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000261456,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000227739,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000229684,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000224156,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000232421,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000196230,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000235067,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000183311,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000232575,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000123416,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000167553,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000152086,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000137267,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000137285,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000176014,R-HSA-8854518,AURKA Activation by TPX2
ENSG00000188229,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000101162,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000198033,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000127824,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000258947,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000167552,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000104833,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000261456,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000227739,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000229684,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
